0.51953125,0.703125
0.49414062,0.7005208
0.46875,0.69661456
0.4453125,0.69401044
0.42382812,0.68098956
0.40234375,0.67317706
0.3828125,0.671875
0.36328125,0.6744792
0.34765625,0.68359375
0.34570312,0.69921875
0.34960938,0.71484375
0.35351562,0.7291667
0.35742188,0.74348956
0.34570312,0.75651044
0.33398438,0.7682292
0.31640625,0.77473956
0.296875,0.7734375
0.27929688,0.765625
0.26171875,0.7552083
0.25195312,0.74088544
0.25195312,0.72526044
0.25195312,0.7109375
0.25390625,0.6979167
0.25585938,0.68359375
0.25976562,0.6692708
0.27734375,0.6536458
0.28710938,0.64192706
0.29492188,0.625
0.30078125,0.61067706
0.3125,0.5989583
0.328125,0.5885417
0.34375,0.57942706
0.36132812,0.57161456
0.38085938,0.5651042
0.3984375,0.55859375
0.41992188,0.5520833
0.43359375,0.5416667
0.4375,0.5286458
0.42773438,0.51692706
0.40820312,0.51171875
0.38867188,0.5104167
0.36328125,0.51171875
0.34179688,0.51692706
0.32226562,0.5182292
0.28125,0.5104167
0.265625,0.50130206
0.26367188,0.48697916
0.28125,0.47916666
0.29882812,0.47265625
0.3046875,0.45703125
0.30664062,0.4440104
0.3046875,0.4309896
0.28710938,0.4205729
0.26757812,0.4153646
0.24414062,0.4153646
0.22265625,0.4153646
0.203125,0.4231771
0.18164062,0.4375
0.1640625,0.453125
0.14453125,0.4700521
0.13085938,0.48046875
0.1171875,0.4908854
0.095703125,0.49479166
0.07421875,0.48958334
0.06640625,0.4765625
0.06640625,0.4622396
0.068359375,0.44921875
0.0703125,0.4361979
0.056640625,0.4231771
0.037109375,0.4127604
0.017578125,0.40885416
