0.49414062,0.2513021
0.49414062,0.23697917
0.49609375,0.20572917
0.49609375,0.17838542
0.49609375,0.15494792
0.49609375,0.13541667
0.5,0.119791664
0.5058594,0.098958336
0.51171875,0.080729164
0.5175781,0.061197918
0.5214844,0.048177082
0.5234375,0.03515625
0.53125,0.020833334
0.5332031,0.044270832
0.5332031,0.0703125
0.5332031,0.084635414
0.5332031,0.1015625
0.5332031,0.115885414
0.5332031,0.13671875
0.53515625,0.15104167
0.5371094,0.16666667
0.5371094,0.18359375
0.5371094,0.19791667
0.5371094,0.21484375
0.5371094,0.22916667
0.5371094,0.24348958
0.54296875,0.22135417
0.55078125,0.203125
0.55859375,0.1796875
0.5644531,0.15885417
0.5703125,0.14192708
0.5761719,0.123697914
0.5839844,0.110677086
0.59765625,0.08984375
0.6113281,0.071614586
0.62109375,0.055989582
0.62890625,0.040364582
0.640625,0.026041666
0.6484375,0.040364582
0.6484375,0.059895832
0.6484375,0.079427086
0.6484375,0.09765625
0.6464844,0.11328125
0.63671875,0.13541667
0.6269531,0.15494792
0.6191406,0.17317708
0.6113281,0.19401042
0.6035156,0.20963542
0.5996094,0.2265625
0.59765625,0.23958333
0.6074219,0.22526042
0.6230469,0.20703125
0.6328125,0.19140625
0.640625,0.17708333
0.6503906,0.1640625
0.66015625,0.15104167
0.6777344,0.12630208
0.6855469,0.11328125
0.7011719,0.092447914
0.7109375,0.080729164
0.7285156,0.061197918
0.7421875,0.048177082
0.7519531,0.036458332
0.765625,0.0234375
0.7792969,0.013020833
0.7792969,0.029947916
0.7753906,0.048177082
0.7675781,0.076822914
0.7597656,0.08984375
0.75390625,0.108072914
0.7480469,0.122395836
0.7363281,0.13932292
0.7285156,0.15234375
0.70703125,0.17578125
0.6933594,0.19010417
0.6816406,0.20182292
0.6621094,0.22135417
0.6503906,0.234375
0.6347656,0.25
0.62109375,0.2643229
0.6425781,0.25260416
0.6660156,0.23567708
0.68359375,0.22265625
0.70703125,0.20572917
0.7265625,0.19140625
0.74609375,0.17838542
0.7636719,0.16666667
0.78125,0.15885417
0.7988281,0.15104167
0.8222656,0.13932292
0.8457031,0.13020833
0.86328125,0.122395836
0.88671875,0.111979164
0.9042969,0.10546875
0.9238281,0.096354164
0.9238281,0.114583336
0.9199219,0.12890625
0.9121094,0.14322917
0.8964844,0.15494792
0.87109375,0.16927083
0.8378906,0.1875
0.8125,0.20052083
0.79296875,0.21223958
0.7753906,0.22135417
0.7558594,0.23307292
0.7285156,0.25
0.7128906,0.26171875
0.6953125,0.2721354
0.6796875,0.28125
0.6621094,0.2903646
0.6855469,0.2890625
0.7207031,0.2890625
0.7480469,0.2890625
0.76953125,0.2890625
0.80078125,0.2890625
0.828125,0.2890625
0.86328125,0.2903646
0.89453125,0.29166666
0.9199219,0.29296875
0.9472656,0.29427084
0.9667969,0.296875
0.9863281,0.2981771
0.9667969,0.3059896
0.9316406,0.31770834
0.9121094,0.32291666
0.8808594,0.3294271
0.8496094,0.3372396
0.82421875,0.33984375
0.796875,0.33984375
0.7753906,0.33984375
0.7441406,0.33984375
0.7128906,0.3346354
0.6777344,0.33072916
0.6464844,0.328125
0.625,0.3268229
0.6542969,0.33984375
